pointing_id,target,utc_start,ra,dec
9050,MSGPS_S_0556,2023-09-10 08:05:34,11:41:27.61,-61:36:24.3
9051,MSGPS_S_0656,2023-09-10 08:29:31,12:02:07.96,-61:55:31.1
9052,MSGPS_S_0764,2023-09-10 08:53:21,12:26:09.14,-62:50:12.2
9053,MSGPS_S_0864,2023-09-10 09:17:03,12:50:12.67,-62:43:41.1
9054,MSGPS_S_0918,2023-09-10 09:40:45,13:01:37.52,-62:57:19.3
9055,MSGPS_S_1024,2023-09-10 10:10:29,13:28:02.42,-63:41:23.9
9056,MSGPS_S_1146,2023-09-10 10:34:10,13:56:31.32,-62:47:38.4
9057,MSGPS_S_1312,2023-09-10 11:00:47,14:29:47.23,-61:15:14.9
9058,MSGPS_S_1510,2023-09-10 11:24:51,15:07:21.60,-58:59:18.5
9059,MSGPS_S_1741,2023-09-10 11:48:47,15:44:41.36,-55:36:51.7
9060,MSGPS_S_1939,2023-09-10 12:12:37,16:11:35.59,-52:14:56.8
9061,MSGPS_S_0155,2023-09-10 12:36:51,10:20:18.11,-58:21:54.0
9062,MSGPS_S_0153,2023-09-10 13:04:32,10:28:17.32,-56:23:07.0
9063,MSGPS_S_0156,2023-09-10 13:30:06,10:22:15.34,-58:14:00.0
9064,MSGPS_S_0157,2023-09-10 13:55:47,10:22:21.34,-57:56:42.5
9065,MSGPS_S_0158,2023-09-10 14:23:44,10:24:16.75,-57:48:41.5
9128,MSGPS_S_0212,2023-09-17 05:49:22,10:31:42.69,-58:42:06.0
9129,MSGPS_S_0265,2023-09-17 06:13:01,10:39:33.96,-59:51:08.4
9130,MSGPS_S_0366,2023-09-17 06:45:02,11:00:02.85,-60:34:34.6
9131,MSGPS_S_0468,2023-09-17 07:11:38,11:23:08.93,-60:54:40.1
9132,MSGPS_S_0563,2023-09-17 07:35:42,11:41:33.13,-62:38:48.8
9133,MSGPS_S_0665,2023-09-17 07:59:40,12:03:45.74,-62:28:12.5
9134,MSGPS_S_0665,2023-09-17 08:08:42,12:03:45.74,-62:28:12.5
9135,MSGPS_S_0665,2023-09-17 08:11:55,12:03:45.74,-62:28:12.5
9136,MSGPS_S_0773,2023-09-17 08:23:27,12:28:16.60,-63:21:40.7
9137,MSGPS_S_0875,2023-09-17 08:47:09,12:52:43.78,-62:43:41.0
9141,MSGPS_S_1035,2023-09-17 09:40:34,13:30:36.81,-63:38:51.8
9142,MSGPS_S_1158,2023-09-17 10:04:16,13:57:11.56,-62:30:57.5
9143,MSGPS_S_1334,2023-09-17 10:30:53,14:34:12.87,-61:02:09.4
9144,MSGPS_S_1529,2023-09-17 10:54:56,15:15:10.53,-59:15:55.6
9145,MSGPS_S_1754,2023-09-17 11:18:52,15:44:09.28,-55:02:32.7
9146,MSGPS_S_1958,2023-09-17 11:42:39,16:18:23.18,-52:17:35.3
9147,MSGPS_S_2156,2023-09-17 12:06:20,16:40:50.30,-48:31:35.7
9148,MSGPS_S_0213,2023-09-17 12:33:30,10:33:38.38,-58:33:33.5
9149,MSGPS_S_0214,2023-09-17 12:59:02,10:33:38.91,-58:16:14.9
9150,MSGPS_S_0215,2023-09-17 13:24:40,10:35:32.72,-58:07:36.0
9151,MSGPS_S_0216,2023-09-17 13:50:23,10:35:32.32,-57:50:17.4
9186,MSGPS_S_0192,2023-09-24 05:26:21,10:29:53.25,-57:58:36.7
9187,MSGPS_S_0261,2023-09-24 05:50:01,10:45:02.71,-58:14:41.9
9188,MSGPS_S_0362,2023-09-24 06:22:05,11:04:39.89,-58:55:13.8
9189,MSGPS_S_0464,2023-09-24 06:48:42,11:20:18.90,-61:51:04.2
9190,MSGPS_S_0559,2023-09-24 07:12:47,11:41:57.93,-60:50:45.2
9191,MSGPS_S_0661,2023-09-24 07:36:47,12:02:07.10,-63:27:06.9
9192,MSGPS_S_0767,2023-09-24 08:00:37,12:28:00.45,-62:06:14.9
9194,MSGPS_S_0925,2023-09-24 08:48:06,13:04:36.57,-63:56:26.4
9195,MSGPS_S_1027,2023-09-24 09:17:55,13:28:21.77,-62:55:39.2
9196,MSGPS_S_1149,2023-09-24 09:41:39,13:53:43.79,-62:06:08.5
9197,MSGPS_S_1324,2023-09-24 10:08:19,14:32:19.76,-60:51:37.1
9198,MSGPS_S_1519,2023-09-24 10:32:25,15:11:15.91,-59:16:29.3
9199,MSGPS_S_1750,2023-09-24 10:56:21,15:48:29.36,-55:49:49.3
9200,MSGPS_S_1948,2023-09-24 11:20:12,16:15:12.72,-52:24:51.3
9201,MSGPS_S_2134,2023-09-24 11:43:59,16:38:30.76,-48:57:27.2
9202,MSGPS_S_0193,2023-09-24 12:11:14,10:31:47.04,-57:50:10.4
9203,MSGPS_S_0194,2023-09-24 12:44:18,10:31:48.44,-57:32:51.9
9204,MSGPS_S_0195,2023-09-24 13:13:25,10:33:40.44,-57:24:19.2
9205,MSGPS_S_0196,2023-09-24 13:41:30,10:33:40.94,-57:07:00.6
9379,MSGPS_S_0378_cand,2023-11-05 03:43:22,11:05:00.47,-60:37:16.3
9380,MSGPS_S_0378,2023-11-05 03:43:22,11:04:05.50,-60:31:30.6
9381,MSGPS_S_0496,2023-11-05 04:18:04,11:25:24.24,-62:19:42.6
9382,MSGPS_S_0585,2023-11-05 04:42:06,11:46:25.01,-62:47:45.1
9383,MSGPS_S_0694,2023-11-05 05:05:59,12:09:45.78,-63:36:13.8
9384,MSGPS_S_0807,2023-11-05 05:29:45,12:37:23.67,-63:11:05.8
9385,MSGPS_S_0908,2023-11-05 05:53:26,13:00:16.90,-62:42:39.6
9388,MSGPS_S_1201,2023-11-05 07:10:36,14:08:35.22,-62:24:06.9
9389,MSGPS_S_1387,2023-11-05 07:37:10,14:46:45.06,-60:54:15.0
9390,MSGPS_S_1607,2023-11-05 08:01:11,15:26:16.55,-58:02:34.9
9391,MSGPS_S_1816,2023-11-05 08:25:05,15:57:53.25,-54:43:57.4
9392,MSGPS_S_2036,2023-11-05 08:48:52,16:25:46.08,-50:47:22.7
9393,MSGPS_S_0287,2023-11-05 09:16:00,10:43:37.14,-60:07:40.6
9394,MSGPS_S_0281,2023-11-05 09:41:31,10:47:11.81,-58:57:17.9
